family,scenario,nuisance_bits,policy,seed,episodes,cost,success,wrong_route,steps,mode_senses,nuisance_senses,max_world_states,max_tao_edges,max_regret_width,first_action_sense
product_route,nuisance_only,0,belief_pruned_topk,15,300,1.0,1.0,0.0,1,0,0,1,0,0.0,0.0
product_route,nuisance_only,0,belief_pruned_topk,16,300,1.0,1.0,0.0,1,0,0,1,0,0.0,0.0
product_route,nuisance_only,0,belief_pruned_topk,17,300,1.0,1.0,0.0,1,0,0,1,0,0.0,0.0
product_route,nuisance_only,0,belief_pruned_topk,18,300,1.0,1.0,0.0,1,0,0,1,0,0.0,0.0
product_route,nuisance_only,0,belief_pruned_topk,19,300,1.0,1.0,0.0,1,0,0,1,0,0.0,0.0
product_route,nuisance_only,0,belief_pruned_topk,20,300,1.0,1.0,0.0,1,0,0,1,0,0.0,0.0
product_route,nuisance_only,0,belief_pruned_topk,21,300,1.0,1.0,0.0,1,0,0,1,0,0.0,0.0
product_route,nuisance_only,0,belief_pruned_topk,22,300,1.0,1.0,0.0,1,0,0,1,0,0.0,0.0
product_route,nuisance_only,0,belief_pruned_topk,23,300,1.0,1.0,0.0,1,0,0,1,0,0.0,0.0
product_route,nuisance_only,0,belief_pruned_topk,24,300,1.0,1.0,0.0,1,0,0,1,0,0.0,0.0
product_route,nuisance_only,0,belief_pruned_topk,25,300,1.0,1.0,0.0,1,0,0,1,0,0.0,0.0
product_route,nuisance_only,0,belief_pruned_topk,26,300,1.0,1.0,0.0,1,0,0,1,0,0.0,0.0
product_route,nuisance_only,0,belief_pruned_topk,27,300,1.0,1.0,0.0,1,0,0,1,0,0.0,0.0
product_route,nuisance_only,0,belief_pruned_topk,28,300,1.0,1.0,0.0,1,0,0,1,0,0.0,0.0
product_route,nuisance_only,0,belief_pruned_topk,29,300,1.0,1.0,0.0,1,0,0,1,0,0.0,0.0
product_route,nuisance_only,2,tao_dominance,0,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,tao_dominance,1,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,tao_dominance,2,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,tao_dominance,3,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,tao_dominance,4,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,tao_dominance,5,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,tao_dominance,6,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,tao_dominance,7,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,tao_dominance,8,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,tao_dominance,9,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,tao_dominance,10,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,tao_dominance,11,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,tao_dominance,12,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,tao_dominance,13,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,tao_dominance,14,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,tao_dominance,15,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,tao_dominance,16,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,tao_dominance,17,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,tao_dominance,18,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,tao_dominance,19,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,tao_dominance,20,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,tao_dominance,21,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,tao_dominance,22,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,tao_dominance,23,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,tao_dominance,24,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,tao_dominance,25,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,tao_dominance,26,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,tao_dominance,27,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,tao_dominance,28,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,tao_dominance,29,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,tao_regret_width,0,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,tao_regret_width,1,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,tao_regret_width,2,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,tao_regret_width,3,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,tao_regret_width,4,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,tao_regret_width,5,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,tao_regret_width,6,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,tao_regret_width,7,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,tao_regret_width,8,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,tao_regret_width,9,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,tao_regret_width,10,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,tao_regret_width,11,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,tao_regret_width,12,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,tao_regret_width,13,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,tao_regret_width,14,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,tao_regret_width,15,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,tao_regret_width,16,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,tao_regret_width,17,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,tao_regret_width,18,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,tao_regret_width,19,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,tao_regret_width,20,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,tao_regret_width,21,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,tao_regret_width,22,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,tao_regret_width,23,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,tao_regret_width,24,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,tao_regret_width,25,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,tao_regret_width,26,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,tao_regret_width,27,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,tao_regret_width,28,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,tao_regret_width,29,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,voi_oracle,0,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,voi_oracle,1,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,voi_oracle,2,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,voi_oracle,3,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,voi_oracle,4,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,voi_oracle,5,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,voi_oracle,6,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,voi_oracle,7,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,voi_oracle,8,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,voi_oracle,9,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,voi_oracle,10,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,voi_oracle,11,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,voi_oracle,12,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,voi_oracle,13,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,voi_oracle,14,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,voi_oracle,15,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,voi_oracle,16,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,voi_oracle,17,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,voi_oracle,18,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,voi_oracle,19,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,voi_oracle,20,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,voi_oracle,21,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,voi_oracle,22,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,voi_oracle,23,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,voi_oracle,24,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,voi_oracle,25,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,voi_oracle,26,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,voi_oracle,27,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,voi_oracle,28,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,voi_oracle,29,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,robust_minimax,0,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,robust_minimax,1,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,robust_minimax,2,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,robust_minimax,3,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,robust_minimax,4,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,robust_minimax,5,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,robust_minimax,6,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,robust_minimax,7,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,robust_minimax,8,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,robust_minimax,9,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,robust_minimax,10,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,robust_minimax,11,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,robust_minimax,12,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,robust_minimax,13,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,robust_minimax,14,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,robust_minimax,15,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,robust_minimax,16,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,robust_minimax,17,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,robust_minimax,18,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,robust_minimax,19,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,robust_minimax,20,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,robust_minimax,21,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,robust_minimax,22,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,robust_minimax,23,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,robust_minimax,24,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,robust_minimax,25,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,robust_minimax,26,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,robust_minimax,27,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,robust_minimax,28,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,robust_minimax,29,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,qmdp,0,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,qmdp,1,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,qmdp,2,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,qmdp,3,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,qmdp,4,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,qmdp,5,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,qmdp,6,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,qmdp,7,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,qmdp,8,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,qmdp,9,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,qmdp,10,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,qmdp,11,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,qmdp,12,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,qmdp,13,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,qmdp,14,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,qmdp,15,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,qmdp,16,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,qmdp,17,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,qmdp,18,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,qmdp,19,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,qmdp,20,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,qmdp,21,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,qmdp,22,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,qmdp,23,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,qmdp,24,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,qmdp,25,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,qmdp,26,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,qmdp,27,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,qmdp,28,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,qmdp,29,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
product_route,nuisance_only,2,entropy_threshold,0,300,1.4,1.0,0.0,3,0,2,4,0,0.0,1.0
product_route,nuisance_only,2,entropy_threshold,1,300,1.4,1.0,0.0,3,0,2,4,0,0.0,1.0
product_route,nuisance_only,2,entropy_threshold,2,300,1.4,1.0,0.0,3,0,2,4,0,0.0,1.0
product_route,nuisance_only,2,entropy_threshold,3,300,1.4,1.0,0.0,3,0,2,4,0,0.0,1.0
product_route,nuisance_only,2,entropy_threshold,4,300,1.4,1.0,0.0,3,0,2,4,0,0.0,1.0
product_route,nuisance_only,2,entropy_threshold,5,300,1.4,1.0,0.0,3,0,2,4,0,0.0,1.0
product_route,nuisance_only,2,entropy_threshold,6,300,1.4,1.0,0.0,3,0,2,4,0,0.0,1.0
product_route,nuisance_only,2,entropy_threshold,7,300,1.4,1.0,0.0,3,0,2,4,0,0.0,1.0
product_route,nuisance_only,2,entropy_threshold,8,300,1.4,1.0,0.0,3,0,2,4,0,0.0,1.0
product_route,nuisance_only,2,entropy_threshold,9,300,1.4,1.0,0.0,3,0,2,4,0,0.0,1.0
product_route,nuisance_only,2,entropy_threshold,10,300,1.4,1.0,0.0,3,0,2,4,0,0.0,1.0
product_route,nuisance_only,2,entropy_threshold,11,300,1.4,1.0,0.0,3,0,2,4,0,0.0,1.0
product_route,nuisance_only,2,entropy_threshold,12,300,1.4,1.0,0.0,3,0,2,4,0,0.0,1.0
product_route,nuisance_only,2,entropy_threshold,13,300,1.4,1.0,0.0,3,0,2,4,0,0.0,1.0
product_route,nuisance_only,2,entropy_threshold,14,300,1.4,1.0,0.0,3,0,2,4,0,0.0,1.0
product_route,nuisance_only,2,entropy_threshold,15,300,1.4,1.0,0.0,3,0,2,4,0,0.0,1.0
product_route,nuisance_only,2,entropy_threshold,16,300,1.4,1.0,0.0,3,0,2,4,0,0.0,1.0
product_route,nuisance_only,2,entropy_threshold,17,300,1.4,1.0,0.0,3,0,2,4,0,0.0,1.0
product_route,nuisance_only,2,entropy_threshold,18,300,1.4,1.0,0.0,3,0,2,4,0,0.0,1.0
product_route,nuisance_only,2,entropy_threshold,19,300,1.4,1.0,0.0,3,0,2,4,0,0.0,1.0
product_route,nuisance_only,2,entropy_threshold,20,300,1.4,1.0,0.0,3,0,2,4,0,0.0,1.0
product_route,nuisance_only,2,entropy_threshold,21,300,1.4,1.0,0.0,3,0,2,4,0,0.0,1.0
product_route,nuisance_only,2,entropy_threshold,22,300,1.4,1.0,0.0,3,0,2,4,0,0.0,1.0
product_route,nuisance_only,2,entropy_threshold,23,300,1.4,1.0,0.0,3,0,2,4,0,0.0,1.0
product_route,nuisance_only,2,entropy_threshold,24,300,1.4,1.0,0.0,3,0,2,4,0,0.0,1.0
product_route,nuisance_only,2,entropy_threshold,25,300,1.4,1.0,0.0,3,0,2,4,0,0.0,1.0
product_route,nuisance_only,2,entropy_threshold,26,300,1.4,1.0,0.0,3,0,2,4,0,0.0,1.0
product_route,nuisance_only,2,entropy_threshold,27,300,1.4,1.0,0.0,3,0,2,4,0,0.0,1.0
product_route,nuisance_only,2,entropy_threshold,28,300,1.4,1.0,0.0,3,0,2,4,0,0.0,1.0
product_route,nuisance_only,2,entropy_threshold,29,300,1.4,1.0,0.0,3,0,2,4,0,0.0,1.0
product_route,nuisance_only,2,uncertainty_count,0,300,1.2,1.0,0.0,2,0,1,4,0,0.0,1.0
product_route,nuisance_only,2,uncertainty_count,1,300,1.2,1.0,0.0,2,0,1,4,0,0.0,1.0
product_route,nuisance_only,2,uncertainty_count,2,300,1.2,1.0,0.0,2,0,1,4,0,0.0,1.0
product_route,nuisance_only,2,uncertainty_count,3,300,1.2,1.0,0.0,2,0,1,4,0,0.0,1.0
product_route,nuisance_only,2,uncertainty_count,4,300,1.2,1.0,0.0,2,0,1,4,0,0.0,1.0
product_route,nuisance_only,2,uncertainty_count,5,300,1.2,1.0,0.0,2,0,1,4,0,0.0,1.0
product_route,nuisance_only,2,uncertainty_count,6,300,1.2,1.0,0.0,2,0,1,4,0,0.0,1.0
product_route,nuisance_only,2,uncertainty_count,7,300,1.2,1.0,0.0,2,0,1,4,0,0.0,1.0
product_route,nuisance_only,2,uncertainty_count,8,300,1.2,1.0,0.0,2,0,1,4,0,0.0,1.0
product_route,nuisance_only,2,uncertainty_count,9,300,1.2,1.0,0.0,2,0,1,4,0,0.0,1.0
product_route,nuisance_only,2,uncertainty_count,10,300,1.2,1.0,0.0,2,0,1,4,0,0.0,1.0
product_route,nuisance_only,2,uncertainty_count,11,300,1.2,1.0,0.0,2,0,1,4,0,0.0,1.0
product_route,nuisance_only,2,uncertainty_count,12,300,1.2,1.0,0.0,2,0,1,4,0,0.0,1.0
product_route,nuisance_only,2,uncertainty_count,13,300,1.2,1.0,0.0,2,0,1,4,0,0.0,1.0
product_route,nuisance_only,2,uncertainty_count,14,300,1.2,1.0,0.0,2,0,1,4,0,0.0,1.0
product_route,nuisance_only,2,uncertainty_count,15,300,1.2,1.0,0.0,2,0,1,4,0,0.0,1.0
product_route,nuisance_only,2,uncertainty_count,16,300,1.2,1.0,0.0,2,0,1,4,0,0.0,1.0
product_route,nuisance_only,2,uncertainty_count,17,300,1.2,1.0,0.0,2,0,1,4,0,0.0,1.0
product_route,nuisance_only,2,uncertainty_count,18,300,1.2,1.0,0.0,2,0,1,4,0,0.0,1.0
product_route,nuisance_only,2,uncertainty_count,19,300,1.2,1.0,0.0,2,0,1,4,0,0.0,1.0
product_route,nuisance_only,2,uncertainty_count,20,300,1.2,1.0,0.0,2,0,1,4,0,0.0,1.0
product_route,nuisance_only,2,uncertainty_count,21,300,1.2,1.0,0.0,2,0,1,4,0,0.0,1.0
product_route,nuisance_only,2,uncertainty_count,22,300,1.2,1.0,0.0,2,0,1,4,0,0.0,1.0
product_route,nuisance_only,2,uncertainty_count,23,300,1.2,1.0,0.0,2,0,1,4,0,0.0,1.0
product_route,nuisance_only,2,uncertainty_count,24,300,1.2,1.0,0.0,2,0,1,4,0,0.0,1.0
product_route,nuisance_only,2,uncertainty_count,25,300,1.2,1.0,0.0,2,0,1,4,0,0.0,1.0
product_route,nuisance_only,2,uncertainty_count,26,300,1.2,1.0,0.0,2,0,1,4,0,0.0,1.0
product_route,nuisance_only,2,uncertainty_count,27,300,1.2,1.0,0.0,2,0,1,4,0,0.0,1.0
product_route,nuisance_only,2,uncertainty_count,28,300,1.2,1.0,0.0,2,0,1,4,0,0.0,1.0
product_route,nuisance_only,2,uncertainty_count,29,300,1.2,1.0,0.0,2,0,1,4,0,0.0,1.0
product_route,nuisance_only,2,random_sensor,0,300,1.4,1.0,0.0,3,0,2,4,0,0.0,1.0
product_route,nuisance_only,2,random_sensor,1,300,1.4,1.0,0.0,3,0,2,4,0,0.0,1.0
product_route,nuisance_only,2,random_sensor,2,300,1.4,1.0,0.0,3,0,2,4,0,0.0,1.0
product_route,nuisance_only,2,random_sensor,3,300,1.4,1.0,0.0,3,0,2,4,0,0.0,1.0
product_route,nuisance_only,2,random_sensor,4,300,1.4,1.0,0.0,3,0,2,4,0,0.0,1.0
product_route,nuisance_only,2,random_sensor,5,300,1.4,1.0,0.0,3,0,2,4,0,0.0,1.0
product_route,nuisance_only,2,random_sensor,6,300,1.4,1.0,0.0,3,0,2,4,0,0.0,1.0
product_route,nuisance_only,2,random_sensor,7,300,1.4,1.0,0.0,3,0,2,4,0,0.0,1.0
product_route,nuisance_only,2,random_sensor,8,300,1.4,1.0,0.0,3,0,2,4,0,0.0,1.0
product_route,nuisance_only,2,random_sensor,9,300,1.4,1.0,0.0,3,0,2,4,0,0.0,1.0
product_route,nuisance_only,2,random_sensor,10,300,1.4,1.0,0.0,3,0,2,4,0,0.0,1.0
product_route,nuisance_only,2,random_sensor,11,300,1.4,1.0,0.0,3,0,2,4,0,0.0,1.0
product_route,nuisance_only,2,random_sensor,12,300,1.4,1.0,0.0,3,0,2,4,0,0.0,1.0
product_route,nuisance_only,2,random_sensor,13,300,1.4,1.0,0.0,3,0,2,4,0,0.0,1.0
product_route,nuisance_only,2,random_sensor,14,300,1.4,1.0,0.0,3,0,2,4,0,0.0,1.0
product_route,nuisance_only,2,random_sensor,15,300,1.4,1.0,0.0,3,0,2,4,0,0.0,1.0
product_route,nuisance_only,2,random_sensor,16,300,1.4,1.0,0.0,3,0,2,4,0,0.0,1.0
product_route,nuisance_only,2,random_sensor,17,300,1.4,1.0,0.0,3,0,2,4,0,0.0,1.0
product_route,nuisance_only,2,random_sensor,18,300,1.4,1.0,0.0,3,0,2,4,0,0.0,1.0
product_route,nuisance_only,2,random_sensor,19,300,1.4,1.0,0.0,3,0,2,4,0,0.0,1.0
product_route,nuisance_only,2,random_sensor,20,300,1.4,1.0,0.0,3,0,2,4,0,0.0,1.0
product_route,nuisance_only,2,random_sensor,21,300,1.4,1.0,0.0,3,0,2,4,0,0.0,1.0
product_route,nuisance_only,2,random_sensor,22,300,1.4,1.0,0.0,3,0,2,4,0,0.0,1.0
product_route,nuisance_only,2,random_sensor,23,300,1.4,1.0,0.0,3,0,2,4,0,0.0,1.0
product_route,nuisance_only,2,random_sensor,24,300,1.4,1.0,0.0,3,0,2,4,0,0.0,1.0
product_route,nuisance_only,2,random_sensor,25,300,1.4,1.0,0.0,3,0,2,4,0,0.0,1.0
product_route,nuisance_only,2,random_sensor,26,300,1.4,1.0,0.0,3,0,2,4,0,0.0,1.0
product_route,nuisance_only,2,random_sensor,27,300,1.4,1.0,0.0,3,0,2,4,0,0.0,1.0
product_route,nuisance_only,2,random_sensor,28,300,1.4,1.0,0.0,3,0,2,4,0,0.0,1.0
product_route,nuisance_only,2,random_sensor,29,300,1.4,1.0,0.0,3,0,2,4,0,0.0,1.0
product_route,nuisance_only,2,belief_pruned_topk,0,300,1.0,1.0,0.0,1,0,0,4,0,0.0,0.0
